code_commune_insee;nom_de_la_commune;code_postal;ligne_5;libelle_d_acheminement;coordonnees_gps
66106;MAUREILLAS LAS ILLAS;66480;RIUNOGUES;MAUREILLAS LAS ILLAS;42.460089957,2.800815395
19041;CHANAC LES MINES;19150;;CHANAC LES MINES;45.270079565,1.8171624890000002
25318;JOUGNE;25370;;JOUGNE;46.76420948,6.403780981
62880;LE WAST;62142;;LE WAST;50.750400739,1.7993452680000002
67246;KOGENHEIM;67230;;KOGENHEIM;48.331873447,7.530848854
66112;MONTAURIOL;66300;;MONTAURIOL;42.576511137,2.724420066
19046;CHAPELLE SPINASSE;19300;;CHAPELLE SPINASSE;45.358560505,2.051487468
25320;LABERGEMENT STE MARIE;25160;GRANGES STE MARIE;LABERGEMENT STE MARIE;46.779390107,6.276976882
62882;WAVRANS SUR L AA;62380;;WAVRANS SUR L AA;50.675054234,2.138629491
67255;LALAYE;67220;CHARBES;LALAYE;48.338391253,7.234771211
66116;MONTFERRER;66150;;MONTFERRER;42.443471627,2.564323328
19047;CHARTRIER FERRIERE;19600;;CHARTRIER FERRIERE;45.058245646,1.43447949
25323;LAISSEY;25820;;LAISSEY;47.300274671,6.227875643
62894;WIMILLE;62126;;WIMILLE;50.764705621,1.642018548
67256;LAMPERTHEIM;67450;;LAMPERTHEIM;48.65475342,7.69447826
66120;NAHUJA;66340;;NAHUJA;42.423754225,1.997939825
19057;COLLONGES LA ROUGE;19500;;COLLONGES LA ROUGE;45.066448073,1.653819979
25329;LAVAL LE PRIEURE;25210;;LAVAL LE PRIEURE;47.180584738,6.621510457
62895;WINGLES;62410;;WINGLES;50.495346713,2.857961876
67263;LEMBACH;67510;MATTSTALL;LEMBACH;49.012434947,7.768471842
66121;NEFIACH;66170;;NEFIACH;42.695675448,2.658546516
19059;CONCEZE;19350;;CONCEZE;45.360090269,1.337515188
25330;LAVANS QUINGEY;25440;;LAVANS QUINGEY;47.086711146,5.896157888
62904;ZOUAFQUES;62890;;ZOUAFQUES;50.823191318,2.052894704
67266;LIMERSHEIM;67150;;LIMERSHEIM;48.453503746,7.63034733
66124;FONT ROMEU ODEILLO VIA;66120;ODEILLO VIA;FONT ROMEU ODEILLO VIA;42.51303743,2.026997961
19069;DARAZAC;19220;;DARAZAC;45.174259285,2.081299468
25333;LAVIRON;25510;;LAVIRON;47.25503494,6.558880751
62907;LIBERCOURT;62820;;LIBERCOURT;50.482572206,2.999960354
67271;LOBSANN;67250;;LOBSANN;48.963595031,7.84300084
66129;ORTAFFA;66560;;ORTAFFA;42.584480725,2.9207320560000003
19074;L EGLISE AUX BOIS;19170;;L EGLISE AUX BOIS;45.65777154,1.796491524
25334;LEVIER;25270;LABERGEMENT DU NAVOIS;LEVIER;46.959668626,6.11213352
63013;AUBIAT;63260;CHAZELLES;AUBIAT;45.980481097,3.1926708870000002
67275;LUPSTEIN;67490;;LUPSTEIN;48.738032021,7.476187986
66130;OSSEJA;66340;;OSSEJA;42.395193885,1.9970722740000002
19088;GRANDSAIGNE;19300;;GRANDSAIGNE;45.487780196,1.930097356
25335;LIEBVILLERS;25190;;LIEBVILLERS;47.331187976,6.784589131
63019;AULNAT;63510;;AULNAT;45.793081262,3.170796502
67276;LUTZELHOUSE;67130;;LUTZELHOUSE;48.538246718,7.24119703
66134;PASSA;66300;;PASSA;42.565402382,2.804985522
19090;GUMOND;19320;;GUMOND;45.219885191,1.9620077390000001
25336;LIESLE;25440;;LIESLE;47.066447044,5.812438009
63023;AUZELLES;63590;;AUZELLES;45.606920465,3.518596109
67280;MAISONSGOUTTE;67220;WAGENBACH;MAISONSGOUTTE;48.353410515,7.259471582
66138;PEYRESTORTES;66600;;PEYRESTORTES;42.748277768,2.8454413130000002
19095;LACELLE;19170;;LACELLE;45.642933105,1.8324118930000002
25339;LODS;25930;;LODS;47.049668533,6.255278254
63036;BERGONNE;63500;;BERGONNE;45.509462422,3.217212453
67285;MATZENHEIM;67150;HAEUSERN;MATZENHEIM;48.384743974,7.635283727
66144;POLLESTRES;66450;;POLLESTRES;42.637486625,2.872869187
19098;LAGARDE MARC LA TOUR;19150;MARC LA TOUR;LAGARDE MARC LA TOUR;45.188515625,1.8254588680000001
25340;LOMBARD;25440;;LOMBARD;47.081362199,5.85001211
63038;BESSE ET ST ANASTAISE;63610;ST ANASTAISE;BESSE ET ST ANASTAISE;45.496885475,2.907121081
67289;MENCHHOFFEN;67340;;MENCHHOFFEN;48.863965856,7.498349441
66146;PORTA;66760;;PORTA;42.515765855,1.7919216580000001
19104;LAMONGERIE;19510;;LAMONGERIE;45.540770071,1.5801739430000001
25342;LONGECHAUX;25690;;LONGECHAUX;47.165159219,6.436124869
63040;BILLOM;63160;;BILLOM;45.725080658,3.323968575
67296;MITTELHAUSBERGEN;67206;;MITTELHAUSBERGEN;48.613996549,7.694089851
66148;PORT VENDRES;66660;;PORT VENDRES;42.5024413,3.10430185
19108;LAROCHE PRES FEYT;19340;;LAROCHE PRES FEYT;45.70705075,2.499030854
25343;LONGEMAISON;25690;;LONGEMAISON;47.083397874,6.457555557
63041;BIOLLET;63640;;BIOLLET;45.992264708,2.693218435
67305;MOTHERN;67470;;MOTHERN;48.939961356,8.154003977
66162;RIGARDA;66320;;RIGARDA;42.62800219,2.537482769
19109;LASCAUX;19130;;LASCAUX;45.340706292,1.372114488
25344;LONGEVELLE LES RUSSEY;25380;;LONGEVELLE LES RUSSEY;47.223502764,6.65598026
63043;BLOT L EGLISE;63440;;BLOT L EGLISE;46.033298802,2.958206775
67320;NEUVE EGLISE;67220;;NEUVE EGLISE;48.326057653,7.309981945
66164;RIVESALTES;66600;;RIVESALTES;42.778933018000004,2.8768525250000003
19111;LAVAL SUR LUZEGE;19550;;LAVAL SUR LUZEGE;45.254461331,2.142405917
25347;LA LONGEVILLE;25650;;LA LONGEVILLE;47.018067328,6.466729265
63049;BOUZEL;63910;;BOUZEL;45.780624427,3.318414741
67321;NEUVILLER LA ROCHE;67130;;NEUVILLER LA ROCHE;48.431116036,7.2638028850000005
66165;RODES;66320;;RODES;42.656045582,2.5505702550000002
19112;LESTARDS;19170;;LESTARDS;45.541908719,1.8638933999999998
25365;MANCENANS;25250;;MANCENANS;47.462765615,6.542017021
63051;BRENAT;63500;;BRENAT;45.549666343,3.309698694
67339;BETSCHDORF;67660;REIMERSWILLER;BETSCHDORF;48.893267534,7.924354174
66166;SAHORRE;66360;;SAHORRE;42.523292957,2.35902659
19120;LOUIGNAC;19310;;LOUIGNAC;45.216649466,1.27065309
25368;MARCHAUX CHAUDEFONTAINE;25640;CHAUDEFONTAINE;MARCHAUX CHAUDEFONTAINE;47.331094808,6.137119496
63060;BUSSIERES;63330;;BUSSIERES;46.064351208,2.647416774
67341;OBERDORF SPACHBACH;67360;;OBERDORF SPACHBACH;48.927291528,7.769027995
66169;ST ARNAC;66220;;ST ARNAC;42.776753642,2.535572035
19123;MALEMORT;19360;MALEMORT SUR CORREZE;MALEMORT;45.179209865,1.5892838020000002
25374;MERCEY LE GRAND;25410;;MERCEY LE GRAND;47.212285682,5.751259384
63066;CELLES SUR DUROLLE;63250;LES SARRAIX;CELLES SUR DUROLLE;45.872511674,3.6517119620000003
67347;OBERMODERN ZUTZENDORF;67330;;OBERMODERN ZUTZENDORF;48.847923166,7.540499921
66176;ST HIPPOLYTE;66510;;ST HIPPOLYTE;42.806937748,2.973470763
19131;MEILHARDS;19510;;MEILHARDS;45.547135268,1.636232614
25376;MEREY VIEILLEY;25870;;MEREY VIEILLEY;47.331228723,6.064417351
63069;LE CENDRE;63670;;LE CENDRE;45.71800926,3.193409848
67348;OBERNAI;67210;;OBERNAI;48.459452434,7.480096694
66180;ST LAURENT DE LA SALANQUE;66250;;ST LAURENT DE LA SALANQUE;42.794219656,3.00185226
19132;MENOIRE;19190;;MENOIRE;45.105933396,1.7932435930000001
25386;MONTANCY;25190;;MONTANCY;47.355649322,7.031753738
63070;CEYRAT;63122;;CEYRAT;45.738073645,3.06490704
67349;OBERROEDERN;67250;;OBERROEDERN;48.926998572,7.970730923
66181;STE LEOCADIE;66800;;STE LEOCADIE;42.433770204,2.009612336
19133;MERCOEUR;19430;;MERCOEUR;45.011638048,1.952897137
25394;MONTENOIS;25260;;MONTENOIS;47.493087704,6.658365384
63074;CHALUS;63340;;CHALUS;45.464569046,3.208725174
67354;ODRATZHEIM;67520;;ODRATZHEIM;48.60012872,7.490678064
66184;ST MARTIN DE FENOUILLET;66220;;ST MARTIN DE FENOUILLET;42.784898741,2.478479816
19135;MESTES;19200;;MESTES;45.493497471,2.317368858
25397;MONTFERRAND LE CHATEAU;25320;;MONTFERRAND LE CHATEAU;47.185860108,5.918714179
63080;CHAMPEIX;63320;;CHAMPEIX;45.584761635,3.128026674
67355;OERMINGEN;67970;;OERMINGEN;48.998088688,7.119399222
66189;SALEILLES;66280;;SALEILLES;42.657183121,2.948547617
19141;MONESTIER MERLINES;19340;;MONESTIER MERLINES;45.650269519,2.490092574
25398;MONTFLOVIN;25650;;MONTFLOVIN;46.993842787,6.439793553
63083;CHANAT LA MOUTEYRE;63530;;CHANAT LA MOUTEYRE;45.825370462,3.006282567
67372;VAL DE MODER;67350;PFAFFENHOFFEN;VAL DE MODER;48.841129506,7.609364527
66190;SALSES LE CHATEAU;66600;;SALSES LE CHATEAU;42.83721445,2.915869951
19142;MONESTIER PORT DIEU;19110;;MONESTIER PORT DIEU;45.497046979,2.489484822
25400;MONTGESOYE;25111;;MONTGESOYE;47.087994113,6.192368758
63086;LA CHAPELLE AGNON;63590;;LA CHAPELLE AGNON;45.630081641,3.628857255
67377;PLAINE;67420;;PLAINE;48.424240948,7.13741202
66194;SERRALONGUE;66230;;SERRALONGUE;42.3828081,2.55747059
19146;NAVES;19460;;NAVES;45.314887811,1.7503785330000001
25403;MONTLEBON;25500;;MONTLEBON;47.022537271,6.621066285
63088;LA CHAPELLE SUR USSON;63580;;LA CHAPELLE SUR USSON;45.463713561,3.392729146
67384;RANRUPT;67420;;RANRUPT;48.37368007,7.196103447
66196;SOREDE;66690;;SOREDE;42.499716442,2.9809151160000003
19152;NONARDS;19120;;NONARDS;45.020403492,1.809208367
25406;MONTROND LE CHATEAU;25660;;MONTROND LE CHATEAU;47.14566371,6.042522572
63105;CHAUMONT LE BOURG;63220;;CHAUMONT LE BOURG;45.458499236,3.7657727100000002
67386;RAUWILLER;67320;;RAUWILLER;48.8097303,7.111560609
66199;TAILLET;66400;;TAILLET;42.516861884,2.679041541
19155;ORLIAC DE BAR;19390;;ORLIAC DE BAR;45.374879656,1.805079863
25408;MONTUSSAINT;25680;;MONTUSSAINT;47.435905074,6.291526932
63108;LE CHEIX;63200;;LE CHEIX;45.957287599,3.182192226
67392;REIPERTSWILLER;67340;;REIPERTSWILLER;48.947757896,7.446197882
66202;TARGASONNE;66120;;TARGASONNE;42.503595152,1.9886128150000002
19159;PERET BEL AIR;19300;;PERET BEL AIR;45.472799865,2.026112856
25410;MORRE;25660;;MORRE;47.219466564,6.072296484
63110;CISTERNES LA FORET;63740;;CISTERNES LA FORET;45.808167427,2.713831032
67401;RIMSDORF;67260;;RIMSDORF;48.928274435,7.11775873
66206;LE TECH;66230;;LE TECH;42.441866021,2.512907732
19160;PEROLS SUR VEZERE;19170;;PEROLS SUR VEZERE;45.575710044,2.003625275
25411;MORTEAU;25500;;MORTEAU;47.063241756,6.583007352
63124;COURNON D AUVERGNE;63800;;COURNON D AUVERGNE;45.743019665,3.18639766
67406;ROHR;67270;;ROHR;48.693074554,7.536063416
66224;VILLELONGUE DE LA SALANQUE;66410;;VILLELONGUE DE LA SALANQUE;42.725478722,2.977590962
19166;PIERREFITTE;19450;;PIERREFITTE;45.427994319,1.650070859
25413;MOUTHE;25240;;MOUTHE;46.681774929,6.205504524
63125;COURPIERE;63120;;COURPIERE;45.758419811,3.5414835829999998
67411;ROSHEIM;67560;;ROSHEIM;48.489996165,7.410674856
66225;VILLELONGUE DELS MONTS;66740;;VILLELONGUE DELS MONTS;42.523268877,2.899876847
19174;LA ROCHE CANILLAC;19320;;LA ROCHE CANILLAC;45.198920219,1.9628785290000001
25420;NANS SOUS STE ANNE;25330;;NANS SOUS STE ANNE;46.97717824,5.992844832
63128;CREVANT LAVEINE;63350;;CREVANT LAVEINE;45.902438495,3.401093932
67420;RUSS;67130;STEINBACH;RUSS;48.485205055,7.269474938
66227;VILLENEUVE DE LA RAHO;66180;;VILLENEUVE DE LA RAHO;42.639843299,2.910519202
19176;ROSIERS D EGLETONS;19300;;ROSIERS D EGLETONS;45.388276204,2.011146229
25424;LES PREMIERS SAPINS;25580;VANCLANS;LES PREMIERS SAPINS;47.082628772,6.339414929
63131;CULHAT;63350;;CULHAT;45.860881154,3.344020743
67422;SAASENHEIM;67390;;SAASENHEIM;48.240090638,7.628898486
66232;VIRA;66220;;VIRA;42.763315353,2.394445708
19186;ST BONNET ELVERT;19380;;ST BONNET ELVERT;45.15785664,1.916384555
25433;ORGEANS BLANCHEFONTAINE;25120;;ORGEANS BLANCHEFONTAINE;47.266027852,6.753618492
63135;DAVAYAT;63200;;DAVAYAT;45.946948946,3.115500968
67432;SALMBACH;67160;;SALMBACH;48.975635537,8.070125488
67008;ALTORF;67120;;ALTORF;48.524446839,7.53798293
19189;ST BONNET LES TOURS DE MERLE;19430;;ST BONNET LES TOURS DE MERLE;45.055107852,2.05290538
25434;ORNANS;25620;BONNEVAUX LE PRIEURE;ORNANS;47.101387882,6.151533154
63137;DORANGES;63220;;DORANGES;45.399532275,3.605895714
67435;SARREWERDEN;67260;BISCHTROFF SUR SARRE;SARREWERDEN;48.908087724,7.072217994
67019;BALDENHEIM;67600;;BALDENHEIM;48.244377815,7.535373812
19191;ST CERNIN DE LARCHE;19600;;ST CERNIN DE LARCHE;45.091844421,1.412542302
25447;PASSONFONTAINE;25690;;PASSONFONTAINE;47.094615944,6.422904696
63138;DORAT;63300;;DORAT;45.895386248,3.48098674
67435;SARREWERDEN;67260;ZOLLINGEN;SARREWERDEN;48.908087724,7.072217994
67029;BERG;67320;;BERG;48.892319404,7.144103269
19193;ST CIRGUES LA LOUTRE;19220;;ST CIRGUES LA LOUTRE;45.089651265,2.099650393
25449;PESEUX;25190;;PESEUX;47.318621616,6.686548393
63141;DURTOL;63830;;DURTOL;45.79617562,3.050189055
67444;SCHERLENHEIM;67270;;SCHERLENHEIM;48.766071497,7.534041039
67032;BERNARDVILLE;67140;;BERNARDVILLE;48.36962335,7.407211823
19202;STE FEREOLE;19270;;STE FEREOLE;45.226959506,1.588653839
25452;PIERREFONTAINE LES BLAMONT;25310;;PIERREFONTAINE LES BLAMONT;47.371345543,6.825308601
63162;FOURNOLS;63980;;FOURNOLS;45.521326102,3.58957397
67449;SCHIRRHEIN;67240;;SCHIRRHEIN;48.795710816,7.91588674
67034;BERSTETT;67370;RUMERSHEIM;BERSTETT;48.682061317,7.631694676
19204;ST FREJOUX;19200;;ST FREJOUX;45.556047374,2.3782475720000003
25456;PLAIMBOIS DU MIROIR;25210;;PLAIMBOIS DU MIROIR;47.194698075,6.649270039
63169;LA GODIVELLE;63850;;LA GODIVELLE;45.389701102,2.917667971
67452;SCHNERSHEIM;67370;;SCHNERSHEIM;48.65996766,7.568757775
67035;BERSTHEIM;67170;;BERSTHEIM;48.792783512,7.680141501
19214;ST JULIEN AUX BOIS;19220;;ST JULIEN AUX BOIS;45.123947109,2.145814563
25461;POMPIERRE SUR DOUBS;25340;;POMPIERRE SUR DOUBS;47.423528109,6.526371916
63171;GOUTTIERES;63390;;GOUTTIERES;46.063715099,2.775438706
67456;SCHOPPERTEN;67260;;SCHOPPERTEN;48.947451539,7.05441935
67043;BISCHHEIM;67800;;BISCHHEIM;48.615102006,7.745333118
19217;ST JULIEN MAUMONT;19500;;ST JULIEN MAUMONT;45.034612898,1.7093712390000002
25467;POUILLEY LES VIGNES;25115;;POUILLEY LES VIGNES;47.260553894,5.9358152660000005
63174;GRANDVAL;63890;;GRANDVAL;45.596667719,3.650611424
67459;SCHWENHEIM;67440;;SCHWENHEIM;48.71483098,7.410586324
67047;BISSERT;67260;;BISSERT;48.945698253,7.0178046
19222;ST MARTIN LA MEANNE;19320;;ST MARTIN LA MEANNE;45.171392371,1.9949301570000002
25471;PROVENCHERE;25380;;PROVENCHERE;47.28955699,6.643659678
63179;JOB;63990;;JOB;45.628600298,3.7627306860000003
67468;SILTZHEIM;67260;;SILTZHEIM;49.061142712,7.090971878
67051;BLIENSCHWILLER;67650;;BLIENSCHWILLER;48.345230315,7.414885359
19225;ST MERD DE LAPLEAU;19320;;ST MERD DE LAPLEAU;45.248381666,2.096482479
25476;RAHON;25430;;RAHON;47.327485911,6.581573403
63180;JOZE;63350;;JOZE;45.868647426,3.3041074679999998
67476;STATTMATTEN;67770;;STATTMATTEN;48.794572305,8.017398379
67060;BOURGHEIM;67140;;BOURGHEIM;48.419309708,7.49064504
19228;ST PANTALEON DE LAPLEAU;19160;;ST PANTALEON DE LAPLEAU;45.320139814,2.202222801
25483;RECULFOZ;25240;;RECULFOZ;46.710853837,6.148155722
63183;LABESSETTE;63690;;LABESSETTE;45.496041871,2.535962914
67489;THAL MARMOUTIER;67440;SCHWEBWILLER;THAL MARMOUTIER;48.697126607,7.341094669
67066;LA BROQUE;67130;;LA BROQUE;48.460202504,7.172682546
19235;ST PAUL;19150;;ST PAUL;45.206581826,1.89811919
25486;REMORAY BOUJEONS;25160;BOUJEONS;REMORAY BOUJEONS;46.759533734,6.217624082
63185;LAMONTGIE;63570;;LAMONTGIE;45.474716232,3.328365624
67489;THAL MARMOUTIER;67440;ST GALL;THAL MARMOUTIER;48.697126607,7.341094669
67066;LA BROQUE;67570;;LA BROQUE;48.460202504,7.172682546
19239;ST ROBERT;19310;;ST ROBERT;45.253821166,1.295477927
25496;ROCHE LES CLERVAL;25340;;ROCHE LES CLERVAL;47.363752644,6.469957264
63188;LAPS;63270;;LAPS;45.671038813,3.26775984
67495;TRUCHTERSHEIM;67370;;TRUCHTERSHEIM;48.657822552,7.628165603
67067;BRUMATH;67170;;BRUMATH;48.720448177,7.717257916
19245;ST SYLVAIN;19380;;ST SYLVAIN;45.180608252,1.8877344150000002
25507;ROUHE;25440;;ROUHE;47.082090554,5.966156913
63197;LISSEUIL;63440;;LISSEUIL;46.056838435,2.935102263
67503;UTTWILLER;67330;;UTTWILLER;48.846098137,7.4973522070000005
67069;BUHL;67470;;BUHL;48.917088286,8.015624047
19252;SARROUX ST JULIEN;19110;ST JULIEN PRES BORT;SARROUX ST JULIEN;45.431429446,2.449898008
25508;ROULANS;25640;;ROULANS;47.317369365,6.23561852
63206;MANZAT;63410;;MANZAT;45.944678498,2.9398075820000003
67509;VOLKSBERG;67290;;VOLKSBERG;48.940419603,7.297945605
67072;BUTTEN;67430;;BUTTEN;48.971142697,7.243946609
19253;SEGONZAC;19310;;SEGONZAC;45.277049477,1.262716851
25511;RUREY;25290;;RUREY;47.095831545,5.9974706190000004
63212;MARSAT;63200;;MARSAT;45.873599861,3.083550646
67513;WALDERSBACH;67130;;WALDERSBACH;48.417983768,7.218251625
67085;DANGOLSHEIM;67310;;DANGOLSHEIM;48.564771464,7.45767197
19262;SOUDAINE LAVINADIERE;19370;;SOUDAINE LAVINADIERE;45.54542671,1.726558212
25514;ST ANTOINE;25370;;ST ANTOINE;46.782538802,6.33342256
63216;MAUZUN;63160;;MAUZUN;45.704503757,3.42649935
67514;WALDHAMBACH;67430;;WALDHAMBACH;48.926958019,7.23045245
67091;DIEDENDORF;67260;;DIEDENDORF;48.887679306,7.028071983
19265;TARNAC;19170;;TARNAC;45.67319365,1.9557011590000002
25518;ST HILAIRE;25640;;ST HILAIRE;47.334468317,6.245381692
63218;MAYRES;63220;;MAYRES;45.38632206,3.699457978
67522;WEISLINGEN;67290;;WEISLINGEN;48.91899858,7.2566865400000005
67094;DIEFFENTHAL;67650;;DIEFFENTHAL;48.306761823,7.4132966190000005
19270;TROCHE;19230;;TROCHE;45.397024047,1.447783565
25521;ST JULIEN LES MONTBELIARD;25550;;ST JULIEN LES MONTBELIARD;47.519259162,6.707369256
63222;MEILHAUD;63320;;MEILHAUD;45.543379765,3.166158574
67524;WEITERSWILLER;67340;;WEITERSWILLER;48.854829006,7.4085376400000005
67105;DRULINGEN;67320;;DRULINGEN;48.867884605,7.194756508
19277;VALIERGUES;19200;;VALIERGUES;45.474623296,2.282010462
25524;ST MAURICE COLOMBIER;25260;;ST MAURICE COLOMBIER;47.43178917,6.65022211
63226;MUR SUR ALLIER;63115;MEZEL;MUR SUR ALLIER;45.759440749,3.239401582
67532;WILLGOTTHEIM;67370;WOELLENHEIM;WILLGOTTHEIM;48.673674108,7.515639704
67108;DUPPIGHEIM;67120;;DUPPIGHEIM;48.533279856,7.59617808
21011;AMPILLY LES BORDES;21450;;AMPILLY LES BORDES;47.639055718,4.627205952
25526;STE SUZANNE;25630;;STE SUZANNE;47.507926205,6.767676273
63231;LA MONNERIE LE MONTEL;63650;;LA MONNERIE LE MONTEL;45.873517785,3.611865819
67539;WINGERSHEIM LES QUATRE BANS;67270;GINGSHEIM;WINGERSHEIM LES QUATRE BANS;48.720756554,7.622927186
67109;DURNINGEN;67270;;DURNINGEN;48.684354219,7.5625016
21017;ARCENANT;21700;;ARCENANT;47.140218174,4.8383377880000005
25527;ST VIT;25410;;ST VIT;47.185580658,5.82077343
63235;MONTCEL;63460;;MONTCEL;46.014401526,3.063699089
67541;WINTZENBACH;67470;;WINTZENBACH;48.932337961,8.104629596
67115;EBERSHEIM;67600;;EBERSHEIM;48.302595155,7.498410664
21018;ARCEY;21410;;ARCEY;47.27465245,4.824541977
25529;SANCEY;25430;SANCEY LE GRAND;SANCEY;47.293416609,6.5715831
63242;MORIAT;63340;;MORIAT;45.404621944,3.259297955
67544;WISSEMBOURG;67160;ALTENSTADT;WISSEMBOURG;49.018571646,7.962034727
67126;ERCKARTSWILLER;67290;;ERCKARTSWILLER;48.882860274,7.35687647
21032;AUBIGNY LA RONCE;21340;;AUBIGNY LA RONCE;46.987850557,4.596664338
25535;SAULES;25580;;SAULES;47.124753643,6.200959744
63243;MOUREUILLE;63700;;MOUREUILLE;46.16254805,2.890461689
67547;WITTISHEIM;67820;;WITTISHEIM;48.26273916,7.591261333
67132;ESCHBACH;67360;;ESCHBACH;48.875638605,7.738204149
21033;AUBIGNY LES SOMBERNON;21540;;AUBIGNY LES SOMBERNON;47.300601777,4.642182477
25540;SEMONDANS;25750;;SEMONDANS;47.540585662,6.69284632
63251;NEUF EGLISE;63560;;NEUF EGLISE;46.098063378,2.868337071
67554;WOLXHEIM;67120;;WOLXHEIM;48.570505255,7.508410656
67134;ESCHWILLER;67320;;ESCHWILLER;48.857455174,7.110041768
21039;AVELANGES;21120;;AVELANGES;47.587189462,5.030540108
25554;SURMONT;25380;;SURMONT;47.272875486,6.611977339
63255;NONETTE ORSONNETTE;63340;ORSONNETTE;NONETTE ORSONNETTE;45.480476009,3.288605361
67554;WOLXHEIM;67120;CANAL;WOLXHEIM;48.570505255,7.508410656
67136;EYWILLER;67320;;EYWILLER;48.871172167,7.123858956
21047;BARD LES EPOISSES;21460;;BARD LES EPOISSES;47.528381461,4.224507103
25555;TAILLECOURT;25400;;TAILLECOURT;47.494523378,6.854420554
63260;OLMET;63880;;OLMET;45.717282342,3.6638478130000003
67557;ZELLWILLER;67140;;ZELLWILLER;48.399024674,7.51260125
67137;FEGERSHEIM;67640;OHNHEIM;FEGERSHEIM;48.497483194,7.688548435
21048;BARGES;21910;;BARGES;47.209301901,5.059598976
25556;TALLANS;25680;;TALLANS;47.411436323,6.287573678
63264;ORCIVAL;63210;;ORCIVAL;45.656529484,2.838813858
68004;ALTKIRCH;68130;;ALTKIRCH;47.621012196,7.244552802
67140;FORSTFELD;67480;;FORSTFELD;48.86295905,8.048214117
21059;BELLEFOND;21490;;BELLEFOND;47.379539646,5.063928026
25560;THISE;25220;;THISE;47.286761397,6.082639512
63267;PALLADUC;63550;;PALLADUC;45.908304503,3.642723231
68006;BERNWILLER;68210;AMMERTZWILLER;BERNWILLER;47.698085148,7.18463836
67143;FOUCHY;67220;;FOUCHY;48.316630184,7.246707812
21061;BELLENOD SUR SEINE;21510;;BELLENOD SUR SEINE;47.695123627,4.645278091
25561;THORAISE;25320;;THORAISE;47.170166813,5.909357829
63269;PARENT;63270;;PARENT;45.623812998,3.226686816
68010;ASPACH;68130;;ASPACH;47.642633917,7.231959175
67147;FROESCHWILLER;67360;;FROESCHWILLER;48.93890026,7.718849501
21063;BENEUVRE;21290;;BENEUVRE;47.693462477,4.935269267
25562;THULAY;25310;;THULAY;47.428406883,6.859117138
63273;PERIGNAT SUR ALLIER;63800;;PERIGNAT SUR ALLIER;45.727556467,3.234778776
68014;AUBURE;68150;;AUBURE;48.204806522,7.210750341
67149;FURCHHAUSEN;67700;;FURCHHAUSEN;48.72070451,7.43073987
21072;BEZOUOTTE;21310;;BEZOUOTTE;47.383730873,5.335655946
25609;VERRIERES DE JOUX;25300;;VERRIERES DE JOUX;46.886293507,6.44755843
63280;PIGNOLS;63270;;PIGNOLS;45.649431555,3.285391864
68015;BALDERSHEIM;68390;;BALDERSHEIM;47.798506316,7.415223856
67152;GEISPOLSHEIM;67118;;GEISPOLSHEIM;48.514235574,7.657879001
21076;BINGES;21270;;BINGES;47.325446544,5.268697902
25611;LA VEZE;25660;;LA VEZE;47.197640299,6.07341306
63284;PONT DU CHATEAU;63430;;PONT DU CHATEAU;45.798208924,3.239867126
68040;BITSCHWILLER LES THANN;68620;;BITSCHWILLER LES THANN;47.826759565,7.069182283
67155;GERTWILLER;67140;;GERTWILLER;48.411608872,7.47534557
21081;BLAISY HAUT;21540;;BLAISY HAUT;47.361505158,4.767115747
25612;VIEILLEY;25870;;VIEILLEY;47.336729882,6.08519443
63293;LE QUARTIER;63330;;LE QUARTIER;46.121805674,2.760805505
68049;BOUXWILLER;68480;;BOUXWILLER;47.503818140999996,7.340397362
67160;GOERSDORF;67360;;GOERSDORF;48.959325828,7.774066216
21085;BLIGNY LE SEC;21440;;BLIGNY LE SEC;47.448179245,4.740686309
50231;HAUTEVILLE SUR MER;50590;;HAUTEVILLE SUR MER;48.974435903,-1.54286688
63295;RANDAN;63310;;RANDAN;46.011922112,3.363440011
68061;BUSCHWILLER;68220;;BUSCHWILLER;47.556986793,7.497550215
67164;GOXWILLER;67210;;GOXWILLER;48.431206209,7.482547666
21090;BOUDREVILLE;21520;;BOUDREVILLE;47.929691083,4.831773643
50235;LA HAYE D ECTOT;50270;;LA HAYE D ECTOT;49.393779867,-1.729833249
63296;RAVEL;63190;;RAVEL;45.787341595,3.394757753
68064;CHALAMPE;68490;;CHALAMPE;47.83242692,7.548737732
67165;GRANDFONTAINE;67130;;GRANDFONTAINE;48.498479506,7.128784015
21091;BOUHEY;21360;;BOUHEY;47.201285682,4.677752246
50236;LA HAYE;50250;BAUDREVILLE;LA HAYE;49.285920052,-1.5937159200000002
63298;LA RENAUDIE;63930;;LA RENAUDIE;45.741639519,3.709506766
68065;CHAVANNES SUR L ETANG;68210;;CHAVANNES SUR L ETANG;47.639473275,7.031582325
67168;GRESSWILLER;67190;;GRESSWILLER;48.525550883,7.40981801
21095;BOUSSELANGE;21250;;BOUSSELANGE;46.994067602,5.252524033
50236;LA HAYE;50250;BOLLEVILLE;LA HAYE;49.285920052,-1.5937159200000002
63300;RIOM;63200;;RIOM;45.894350627,3.132590841
68071;DIEFMATTEN;68780;;DIEFMATTEN;47.70604404,7.101492775
67169;GRIES;67240;;GRIES;48.751539535,7.824675386
21096;BOUSSENOIS;21260;;BOUSSENOIS;47.625922361,5.205228641
50237;LA HAYE PESNEL;50320;;LA HAYE PESNEL;48.809850308,-1.3747037130000002
