code_commune_insee;nom_de_la_commune;code_postal;ligne_5;libelle_d_acheminement;coordonnees_gps
63302;LA ROCHE BLANCHE;63670;;LA ROCHE BLANCHE;45.71349051,3.137287183
68076;DURRENENTZEN;68320;;DURRENENTZEN;48.094314718,7.508555907
67176;GUNDERSHOFFEN;67110;EBERBACH;GUNDERSHOFFEN;48.907357758,7.682391042
21105;BRESSEY SUR TILLE;21560;;BRESSEY SUR TILLE;47.308579478,5.184046106
50241;HEMEVEZ;50700;;HEMEVEZ;49.462132422,-1.434897725
63303;ROCHE CHARLES LA MAYRAND;63420;;ROCHE CHARLES LA MAYRAND;45.447605396,3.019798944
68079;ELBACH;68210;;ELBACH;47.642269155,7.070322886
67176;GUNDERSHOFFEN;67110;GRIESBACH;GUNDERSHOFFEN;48.907357758,7.682391042
21109;BRION SUR OURCE;21570;;BRION SUR OURCE BELAN;47.9060885,4.669488517
50243;HEUGUEVILLE SUR SIENNE;50200;;HEUGUEVILLE SUR SIENNE;49.037875698,-1.5118680850000001
63303;ROCHE CHARLES LA MAYRAND;63420;LA MAYRAND;ROCHE CHARLES LA MAYRAND;45.447605396,3.019798944
68085;ETEIMBES;68210;;ETEIMBES;47.705783613,7.042508667
67180;HAGUENAU;67500;MARIENTHAL;HAGUENAU;48.841990039,7.8304540750000005
21122;BUSSY LE GRAND;21150;;BUSSY LE GRAND;47.576151877,4.523070551
50246;HIESVILLE;50480;;HIESVILLE;49.371797515,-1.2595567029999999
63312;ST ALYRE D ARLANC;63220;;ST ALYRE D ARLANC;45.367492806,3.627103334
68093;FLAXLANDEN;68720;;FLAXLANDEN;47.692358623,7.325070705
67189;HEILIGENSTEIN;67140;;HEILIGENSTEIN;48.421908285,7.440504157
21124;CENSEREY;21430;;CENSEREY;47.19769871,4.335885827
50256;ISIGNY LE BUAT;50540;;ISIGNY LE BUAT;48.621490391,-1.182914003
63317;ST ANDRE LE COQ;63310;;ST ANDRE LE COQ;45.957906654,3.307937728
68096;FRANKEN;68130;;FRANKEN;47.595288061,7.353492715
67192;HERBSHEIM;67230;;HERBSHEIM;48.349535112,7.63670076
21139;CHAMPEAU EN MORVAN;21210;;CHAMPEAU EN MORVAN;47.273186683,4.156312734
50256;ISIGNY LE BUAT;50540;LA MANCELLIERE;ISIGNY LE BUAT;48.621490391,-1.182914003
63319;ST ANTHEME;63660;;ST ANTHEME;45.555410184,3.89673347
68116;GUNDOLSHEIM;68250;;GUNDOLSHEIM;47.928697831,7.299253361
67199;HINSINGEN;67260;;HINSINGEN;48.951255531,6.999104865
21144;CHARENCEY;21690;;CHARENCEY;47.419930682,4.670405019
50256;ISIGNY LE BUAT;50540;LES BIARDS;ISIGNY LE BUAT;48.621490391,-1.182914003
63321;ST BABEL;63500;;ST BABEL;45.602473101,3.300544861
68120;HAGENTHAL LE BAS;68220;;HAGENTHAL LE BAS;47.530122391,7.481085336
67202;HOCHFELDEN;67270;;HOCHFELDEN;48.750470851,7.561996118
21158;CHAUME ET COURCHAMP;21610;COURCHAMP;CHAUME ET COURCHAMP;47.580389843,5.360944654
50260;JUVIGNY LES VALLEES;50520;JUVIGNY LE TERTRE;JUVIGNY LES VALLEES;48.679430021,-1.023334304
63324;ST BONNET LE CHASTEL;63630;;ST BONNET LE CHASTEL;45.461247768,3.6379136020000002
68125;HECKEN;68210;;HECKEN;47.692966368,7.115543878
67205;HOERDT;67720;;HOERDT;48.690415225,7.784588222
21160;CHAUME LES BAIGNEUX;21450;;CHAUME LES BAIGNEUX;47.632891917,4.573677446
50260;JUVIGNY LES VALLEES;50520;LE MESNIL TOVE;JUVIGNY LES VALLEES;48.679430021,-1.023334304
63326;ST BONNET PRES ORCIVAL;63210;;ST BONNET PRES ORCIVAL;45.708131798,2.8640022800000002
68126;HEGENHEIM;68220;;HEGENHEIM;47.561605378,7.526193548
67206;HOFFEN;67250;LEITERSWILLER;HOFFEN;48.933494232,7.9322651870000005
21162;CHAUX;21700;;CHAUX;47.127485072,4.907818655
50265;LAULNE;50430;;LAULNE;49.250533138,-1.4560174320000001
63335;ST DIERY;63320;;ST DIERY;45.542892491,3.016369061
68134;HERRLISHEIM PRES COLMAR;68420;;HERRLISHEIM PRES COLMAR;48.019266995,7.325088675
67208;HOHENGOEFT;67310;;HOHENGOEFT;48.660454489,7.4674969650000005
21171;CHEVIGNY ST SAUVEUR;21800;;CHEVIGNY ST SAUVEUR;47.299874546,5.1367070550000005
50266;LENGRONNE;50450;;LENGRONNE;48.934073307,-1.378137872
63335;ST DIERY;63320;CRESTE;ST DIERY;45.542892491,3.016369061
68139;HIRTZBACH;68118;;HIRTZBACH;47.590648672,7.208168413
67212;HOLTZHEIM;67810;;HOLTZHEIM;48.556553377,7.644642182
21175;CIREY LES PONTAILLER;21270;;CIREY LES PONTAILLER;47.302482753,5.308934905
50267;LESSAY;50430;;LESSAY;49.22497991,-1.5308811800000002
63338;ST ELOY LES MINES;63700;;ST ELOY LES MINES;46.163737875,2.842426764
68140;HIRTZFELDEN;68740;;HIRTZFELDEN;47.909807146,7.446847356
67213;HUNSPACH;67250;;HUNSPACH;48.957794623,7.937120487
21179;CLENAY;21490;;CLENAY;47.413632921,5.114675935
50268;LESTRE;50310;;LESTRE;49.525605669,-1.322808473
63340;ST ETIENNE SUR USSON;63580;;ST ETIENNE SUR USSON;45.507792518,3.401496018
68146;HOUSSEN;68125;;HOUSSEN;48.131911197,7.375170542
67218;ILLKIRCH GRAFFENSTADEN;67400;;ILLKIRCH GRAFFENSTADEN;48.520309944,7.731458085
21182;COLLONGES LES BEVY;21220;;COLLONGES LES BEVY;47.171376712,4.837134797
50279;LE LOREY;50570;;LE LOREY;49.098075654,-1.299518016
63343;ST FLOUR L ETANG;63520;;ST FLOUR L ETANG;45.710388492,3.509712939
68151;HUSSEREN WESSERLING;68470;;HUSSEREN WESSERLING;47.879979369,6.9863762650000005
67222;INGWILLER;67340;;INGWILLER;48.88608955,7.468516124
21183;COLLONGES ET PREMIERES;21110;COLLONGES LES PREMIERES;COLLONGES ET PREMIERES;47.228638946,5.291997765
50289;MARCHESIEUX;50190;;MARCHESIEUX;49.189009085,-1.306544498
63344;ST GAL SUR SIOULE;63440;;ST GAL SUR SIOULE;46.108339781,2.994011946
68154;ILLZACH;68110;;ILLZACH;47.773747433,7.359769066
67223;INNENHEIM;67880;;INNENHEIM;48.497398998,7.573622299
21196;CORPEAU;21190;;CORPEAU;46.92718555,4.759967003
50296;MAUPERTUS SUR MER;50330;;MAUPERTUS SUR MER;49.657338682,-1.48406189
63345;ST GENES CHAMPANELLE;63122;FONT FREYDE;ST GENES CHAMPANELLE;45.722924864,2.999163438
68166;KINGERSHEIM;68260;;KINGERSHEIM;47.789302126,7.322057546
67235;KESSELDORF;67930;;KESSELDORF;48.885089041,8.059071558
21200;COUCHEY;21160;;COUCHEY;47.261703064,4.961890556
50334;MONTABOT;50410;;MONTABOT;48.936865853,-1.132523964
63345;ST GENES CHAMPANELLE;63122;MANSON;ST GENES CHAMPANELLE;45.722924864,2.999163438
68170;KOETZINGUE;68510;;KOETZINGUE;47.648773709,7.392440288
67247;KOLBSHEIM;67120;;KOLBSHEIM;48.562097428,7.58598217
21203;COURCELLES FREMOY;21460;;COURCELLES FREMOY;47.44676331,4.186476162
50336;MONTAIGU LES BOIS;50450;;MONTAIGU LES BOIS;48.89130228,-1.270212331
63349;ST GEORGES DE MONS;63780;;ST GEORGES DE MONS;45.94273791,2.864423545
68171;KRUTH;68820;;KRUTH;47.950795541,6.96309652
67255;LALAYE;67220;;LALAYE;48.338391253,7.234771211
21215;CUISEREY;21310;;CUISEREY;47.370698332,5.317594192
50347;MONTJOIE ST MARTIN;50240;;MONTJOIE ST MARTIN;48.525766976,-1.28906754
63354;ST GERVAIS D AUVERGNE;63390;;ST GERVAIS D AUVERGNE;46.018958806,2.831312207
68174;LANDSER;68440;;LANDSER;47.686430105,7.385578833
67258;LANDERSHEIM;67700;;LANDERSHEIM;48.690435264,7.50265879
21218;CURTIL ST SEINE;21380;;CURTIL ST SEINE;47.460271368,4.929499807
50349;MONTMARTIN SUR MER;50590;;MONTMARTIN SUR MER;48.991486338,-1.5299794370000002
63365;ST JEAN DES OLLIERES;63520;;ST JEAN DES OLLIERES;45.641611114,3.437226083
68178;LAUTENBACHZELL;68610;SENGERN;LAUTENBACHZELL;47.925791319,7.0971269790000004
67265;LICHTENBERG;67340;;LICHTENBERG;48.921666846,7.482636707
21220;CUSSEY LES FORGES;21580;;CUSSEY LES FORGES;47.637177872,5.083751743
50353;LE MONT ST MICHEL;50170;;LE MONT ST MICHEL;48.622045729,-1.532287932
63367;ST JEAN ST GERVAIS;63570;;ST JEAN ST GERVAIS;45.421355097,3.387702455
68183;LIEBENSWILLER;68220;;LIEBENSWILLER;47.500920772,7.450172119
67267;LINGOLSHEIM;67380;;LINGOLSHEIM;48.555295397,7.681761268
21224;DAMPIERRE EN MONTAGNE;21350;;DAMPIERRE EN MONTAGNE;47.438812822,4.558674541
50361;LA MOUCHE;50320;;LA MOUCHE;48.785503398,-1.35189348
63371;ST JUST;63600;;ST JUST;45.458692805,3.808874141
68189;LOGELHEIM;68280;;LOGELHEIM;48.021389236,7.418005302
67278;MACKWILLER;67430;;MACKWILLER;48.924696393,7.166572954
21227;DAROIS;21121;;DAROIS;47.393960138,4.933172959
50362;MOULINES;50600;;MOULINES;48.548560416,-1.046431445
63372;ST LAURE;63350;;ST LAURE;45.897737257,3.293231084
68193;LUTTENBACH PRES MUNSTER;68140;;LUTTENBACH;48.016526198,7.123309489
67281;MARCKOLSHEIM;67390;;MARCKOLSHEIM;48.149643292,7.560674882
21229;DIANCEY;21430;;DIANCEY;47.174637066,4.367183025
50363;MOYON VILLAGES;50860;MOYON;MOYON VILLAGES;48.995884519,-1.130048201
63378;ST MAURICE;63270;;ST MAURICE;45.670479732,3.23805904
68213;MOLLAU;68470;;MOLLAU;47.858804901,6.965773493
67285;MATZENHEIM;67150;;MATZENHEIM;48.384743974,7.635283727
21232;DOMPIERRE EN MORVAN;21390;;DOMPIERRE EN MORVAN;47.400619986,4.231517635
50365;MUNEVILLE SUR MER;50290;;MUNEVILLE SUR MER;48.936672112,-1.487344036
63382;ST PARDOUX;63440;;ST PARDOUX;46.054872615,3.005908456
68215;MONTREUX VIEUX;68210;;MONTREUX VIEUX;47.620298155,7.021677563
67295;MITTELBERGHEIM;67140;;MITTELBERGHEIM;48.39446876,7.443092061
21237;ECHALOT;21510;;ECHALOT;47.607313502,4.834941839
50387;ORGLANDES;50390;;ORGLANDES;49.424225453,-1.440292066
63388;ST PRIEST DES CHAMPS;63640;;ST PRIEST DES CHAMPS;45.971766449,2.748820886
68217;MOOSCH;68690;;MOOSCH;47.848068013,7.030734083
67302;MONSWILLER;67700;;MONSWILLER;48.751509377,7.3863919540000005
21239;ECHENON;21170;;ECHENON;47.120075512,5.286922339
50388;ORVAL SUR SIENNE;50660;ORVAL;ORVAL SUR SIENNE;49.009868871,-1.475682042
63392;ST REMY DE CHARGNAT;63500;;ST REMY DE CHARGNAT;45.509438053,3.324834621
68218;MORSCHWILLER LE BAS;68790;;MORSCHWILLER LE BAS;47.734048837,7.265461955
67306;MUHLBACH SUR BRUCHE;67130;;MUHLBACH SUR BRUCHE;48.512560229,7.311892431
21243;ECUTIGNY;21360;;ECUTIGNY;47.084246568,4.622881066
50400;PICAUVILLE;50250;CRETTEVILLE;PICAUVILLE;49.376182114,-1.39966233
63396;ST SATURNIN;63450;;ST SATURNIN;45.664173114,3.074126259
68243;OBERLARG;68480;;OBERLARG;47.451679829,7.232454191
67310;MUSSIG;67600;;MUSSIG;48.22714406,7.518229677
21245;EPAGNY;21380;;EPAGNY;47.452430956,5.049465476
50400;PICAUVILLE;50480;GOURBESVILLE;PICAUVILLE;49.376182114,-1.39966233
63398;ST SAUVEUR LA SAGNE;63220;;ST SAUVEUR LA SAGNE;45.395157862,3.662990772
68244;OBERMORSCHWIHR;68420;;OBERMORSCHWIHR;48.023296818,7.294637667
67311;MUTTERSHOLTZ;67600;;MUTTERSHOLTZ;48.268778052,7.533405162
21246;EPERNAY SOUS GEVREY;21220;;EPERNAY SOUS GEVREY;47.174400105,5.037366565
50401;PIERREVILLE;50340;;PIERREVILLE;49.467396655,-1.778099052
63404;ST YVOINE;63500;;ST YVOINE;45.575018004,3.225866969
68250;ORSCHWIHR;68500;;ORSCHWIHR;47.93815084,7.228933682
67313;MUTZIG;67190;;MUTZIG;48.538237053,7.455326704
21254;L ETANG VERGY;21220;;L ETANG VERGY;47.18282636,4.876032975
50408;PONTAUBAULT;50220;;PONTAUBAULT;48.625254798,-1.354035232
63410;SAUVAGNAT;63470;;SAUVAGNAT;45.755199102,2.609671726
68251;OSENBACH;68570;;OSENBACH;47.992681768,7.216712308
67314;NATZWILLER;67130;;NATZWILLER;48.447665737,7.250578628
21263;FENAY;21600;;FENAY;47.244959998,5.054334077
50410;PONTORSON;50170;CUREY;PONTORSON;48.560585631,-1.468782641
63411;SAUVAGNAT STE MARTHE;63500;;SAUVAGNAT STE MARTHE;45.589946719,3.208133298
68260;RAEDERSHEIM;68190;;RAEDERSHEIM;47.885092645,7.27783941
67319;NEUHAEUSEL;67480;;NEUHAEUSEL;48.817808079,8.091550145
21268;FLAGEY LES AUXONNE;21130;;FLAGEY LES AUXONNE;47.131657314,5.3946062040000005
50412;PORT BAIL SUR MER;50580;ST LO D OURVILLE;PORT BAIL SUR MER;49.338904685,-1.6823335460000002
63418;SERMENTIZON;63120;;SERMENTIZON;45.764379096,3.486075231
68266;REGUISHEIM;68890;;REGUISHEIM;47.891637323,7.37070672
67322;NEUWILLER LES SAVERNE;67330;;NEUWILLER LES SAVERNE;48.82415192,7.408914726
21288;FROLOIS;21150;;FROLOIS;47.529077614,4.647640085
50417;QUETTEHOU;50630;;QUETTEHOU;49.584938237,-1.323237285
63419;SERVANT;63560;;SERVANT;46.138446099,2.932001914
68268;RETZWILLER;68210;;RETZWILLER;47.629555657,7.087790576
67329;NIEDERNAI;67210;;NIEDERNAI;48.44563081,7.529995683
21292;GENLIS;21110;;GENLIS;47.240931749,5.221175688
50429;REGNEVILLE SUR MER;50590;;REGNEVILLE SUR MER;49.016176764,-1.538304723
63421;SINGLES;63690;;SINGLES;45.560491769,2.55275631
68271;RIEDISHEIM;68400;;RIEDISHEIM;47.740070377,7.365883784
67337;NOTHALTEN;67680;;NOTHALTEN;48.355441342,7.411750424
21296;GEVROLLES;21520;;GEVROLLES;47.98956162,4.750585646
50430;REIGNEVILLE BOCAGE;50390;;REIGNEVILLE BOCAGE;49.410993873,-1.473533068
63425;TALLENDE;63450;;TALLENDE;45.662026935,3.133576898
68280;RODERN;68590;;RODERN;48.236782655,7.261129349
67339;BETSCHDORF;67660;;BETSCHDORF;48.893267534,7.924354174
21306;GRENANT LES SOMBERNON;21540;;GRENANT LES SOMBERNON;47.268965066,4.71199289
50435;ROCHEVILLE;50260;;ROCHEVILLE;49.500842562,-1.592823025
63433;TORTEBESSE;63470;;TORTEBESSE;45.727382469,2.659783296
68283;ROMBACH LE FRANC;68660;;ROMBACH LE FRANC;48.293427131,7.2430614460000005
67343;OBERHAUSBERGEN;67205;;OBERHAUSBERGEN;48.607211892,7.683074883
21321;JAILLY LES MOULINS;21150;;JAILLY LES MOULINS;47.462537081,4.593692208
50436;ROMAGNY FONTENAY;50140;FONTENAY;ROMAGNY FONTENAY;48.635195091,-0.988215473
63443;VARENNES SUR MORGE;63720;;VARENNES SUR MORGE;45.939953107,3.186629453
68286;ROSENAU;68128;;ROSENAU;47.638802952,7.541616305
67351;SEEBACH;67160;;SEEBACH;48.964375584,7.991005422
21324;JEUX LES BARD;21460;;JEUX LES BARD;47.531694207,4.255170669
50436;ROMAGNY FONTENAY;50140;ROMAGNY;ROMAGNY FONTENAY;48.635195091,-0.988215473
63447;VERGHEAS;63330;;VERGHEAS;46.024268624,2.622437019
68287;ROUFFACH;68250;;ROUFFACH;47.968453997,7.305078347
67360;OHNENHEIM;67390;;OHNENHEIM;48.187047721,7.503135939
21327;VAL MONT;21340;IVRY EN MONTAGNE;VAL MONT;47.032145363,4.615683288
50448;ST AUBIN DE TERREGATTE;50240;;ST AUBIN DE TERREGATTE;48.570671277,-1.287756292
63448;LE VERNET CHAMEANE;63580;CHAMEANE;LE VERNET CHAMEANE;45.488323867,3.450375603
68292;ST AMARIN;68550;;ST AMARIN;47.888126891,7.041691661
67362;ORSCHWILLER;67600;;ORSCHWILLER;48.246823052,7.334615387
21333;LABRUYERE;21250;;LABRUYERE;47.038505341,5.141919044
50456;ST CLEMENT RANCOUDRAY;50140;;ST CLEMENT RANCOUDRAY;48.669159781,-0.890214045
64002;ABERE;64160;;ABERE;43.387077237,-0.17502283700000001
68295;STE CROIX EN PLAINE;68127;;STE CROIX EN PLAINE;48.01066086,7.395464055
67363;OSTHOFFEN;67990;;OSTHOFFEN;48.590550619,7.56112206
21337;LAMARCHE SUR SAONE;21760;;LAMARCHE SUR SAONE;47.272882021,5.369828178
50476;ST GERMAIN D ELLE;50810;;ST GERMAIN D ELLE;49.119854906,-0.920582478
64015;ALCAY ALCABEHETY SUNHARETTE;64470;;ALCAY ALCABEHETY SUNHARETTE;43.086619598,-0.976697306
68298;STE MARIE AUX MINES;68160;;STE MARIE AUX MINES;48.228748164,7.169123034
67368;OTTROTT;67530;;OTTROTT;48.443289381,7.366579082
21340;LANTHES;21250;;LANTHES;46.999042398,5.204193716
50481;ST GERMAIN SUR AY;50430;;ST GERMAIN SUR AY;49.237386753,-1.608499395
64016;ALDUDES;64430;;ALDUDES;43.091972616,-1.434551954
68318;SOULTZMATT;68570;;SOULTZMATT;47.970313351,7.212427777
67372;VAL DE MODER;67350;UBERACH;VAL DE MODER;48.841129506,7.609364527
21345;LERY;21440;;LERY;47.55649713,4.845721035
50488;ST JEAN DE DAYE;50620;;ST JEAN DE DAYE;49.232018487,-1.135948714
64025;ANGOUS;64190;;ANGOUS;43.292107548,-0.812056286
68320;SPECHBACH;68720;SPECHBACH LE BAS;SPECHBACH;47.679266158,7.224984535
67375;PFULGRIESHEIM;67370;;PFULGRIESHEIM;48.643762943,7.665276035
21346;LEUGLAY;21290;;LEUGLAY;47.813706127,4.818332553
50490;ST JEAN DE LA RIVIERE;50270;;ST JEAN DE LA RIVIERE;49.368814004,-1.740600589
64026;ANHAUX;64220;;ANHAUX;43.146295958,-1.30074926
68323;STEINBRUNN LE BAS;68440;;STEINBRUNN LE BAS;47.676357302,7.363817365
67377;PLAINE;67420;POUTAY;PLAINE;48.424240948,7.13741202
21352;LONGEAULT PLUVAULT;21110;LONGEAULT;LONGEAULT PLUVAULT;47.211203965,5.246810478
50493;ST JEAN DES CHAMPS;50320;ST URSIN;ST JEAN DES CHAMPS;48.823637368,-1.4639115710000001
64031;ARANCOU;64270;;ARANCOU;43.444445769,-1.053034353
68329;STOSSWIHR;68140;;STOSSWIHR;48.054990224,7.060533347
67380;PRINTZHEIM;67490;;PRINTZHEIM;48.79232176,7.476765576
21353;LONGECOURT EN PLAINE;21110;;LONGECOURT EN PLAINE;47.198273816,5.146304139
50499;ST LAURENT DE CUVES;50670;;ST LAURENT DE CUVES;48.749917737,-1.115638578
64049;AROUE ITHOROTS OLHAIBY;64120;;AROUE ITHOROTS OLHAIBY;43.309026237,-0.928438995
68330;STRUETH;68580;;STRUETH;47.575756197,7.115993091
67397;RHINAU;67860;;RHINAU;48.31165058,7.704332834
21355;LONGVIC;21600;;LONGVIC;47.285554699,5.052953379
50502;ST LO;50000;;ST LO;49.109856324,-1.077397641
64053;ARRIEN;64420;;ARRIEN;43.313141199,-0.162470897
01014;ARBENT;01100;;ARBENT;46.283607621,5.690755574
67405;ROESCHWOOG;67480;;ROESCHWOOG;48.823308349,8.040551321
21358;LUCENAY LE DUC;21150;;LUCENAY LE DUC;47.622277394,4.500077087
50509;STE MARIE DU MONT;50480;;STE MARIE DU MONT;49.395261718,-1.2033470130000001
64056;ARROSES;64350;;ARROSES;43.54674009,-0.11034890200000001
01036;VALROMEY SUR SERAN;01260;BELMONT LUTHEZIEU;VALROMEY SUR SERAN;45.918185011,5.6568848240000005
67408;ROMANSWILLER;67310;;ROMANSWILLER;48.640977559,7.380695051
21363;MAGNIEN;21230;;MAGNIEN;47.109077798,4.433223828
50510;ST MARTIN D AUBIGNY;50190;;ST MARTIN D AUBIGNY;49.168622216,-1.352470217
64059;ARTIGUELOUTAN;64420;;ARTIGUELOUTAN;43.271911317,-0.24388530400000002
01036;VALROMEY SUR SERAN;01260;FITIGNIEU;VALROMEY SUR SERAN;45.918185011,5.6568848240000005
67409;ROPPENHEIM;67480;;ROPPENHEIM;48.837462468,8.067269066
21365;MAGNY LA VILLE;21140;;MAGNY LA VILLE;47.479868307,4.429501217
50523;STE MERE EGLISE;50480;;STE MERE EGLISE;49.41611851,-1.303124067
64061;ARTIX;64170;;ARTIX;43.397927332,-0.573953571
01036;VALROMEY SUR SERAN;01260;LOMPNIEU;VALROMEY SUR SERAN;45.918185011,5.6568848240000005
67417;ROTTELSHEIM;67170;;ROTTELSHEIM;48.758747574,7.71197002
21367;MAGNY MONTARLOT;21130;;MAGNY MONTARLOT;47.249181298,5.347254072
50523;STE MERE EGLISE;50480;FOUCARVILLE;STE MERE EGLISE;49.41611851,-1.303124067
64065;ASCAIN;64310;;ASCAIN;43.339026893,-1.6311270370000002
01036;VALROMEY SUR SERAN;01260;LUTHEZIEU;VALROMEY SUR SERAN;45.918185011,5.6568848240000005
67418;ROUNTZENHEIM AUENHEIM;67480;AUENHEIM;ROUNTZENHEIM AUENHEIM;48.816749374,8.006588753
21378;MARCENAY;21330;;MARCENAY;47.861387025,4.404644562
50538;ST PIERRE DE SEMILLY;50810;;ST PIERRE DE SEMILLY;49.122143203,-0.9970936570000001
64068;ASSON;64800;;ASSON;43.103547015,-0.22012893800000002
01042;BEY;01290;;BEY;46.219516565,4.846226251
67418;ROUNTZENHEIM AUENHEIM;67480;ROUNTZENHEIM;ROUNTZENHEIM AUENHEIM;48.816749374,8.006588753
21379;MARCHESEUIL;21430;;MARCHESEUIL;47.144726388,4.372657408
50546;BOURGVALLEES;50750;ST SAMSON DE BONFOSSE;BOURGVALLEES;49.039373903,-1.130362844
64070;ASTIS;64450;;ASTIS;43.438166611,-0.322733282
01054;BOURG ST CHRISTOPHE;01800;MARFOZ;BOURG ST CHRISTOPHE;45.886247155,5.143599073
67420;RUSS;67130;SCHWARZBACH;RUSS;48.485205055,7.269474938
21380;MARCIGNY SOUS THIL;21390;;MARCIGNY SOUS THIL;47.391084363,4.383610872
50550;ST SAUVEUR VILLAGES;50490;ST MICHEL DE LA PIERRE;ST SAUVEUR VILLAGES;49.131440063,-1.409137496
64074;AUBOUS;64330;;AUBOUS;43.576370374,-0.140654787
01061;BRENS;01300;;BRENS;45.713937941,5.689263883
67424;ST BLAISE LA ROCHE;67420;;ST BLAISE LA ROCHE;48.406893037,7.173373873
21392;MARTROIS;21320;;MARTROIS;47.30676898,4.547472411
50550;ST SAUVEUR VILLAGES;50490;VAUDRIMESNIL;ST SAUVEUR VILLAGES;49.131440063,-1.409137496
64081;AUSSURUCQ;64130;;AUSSURUCQ;43.129267164,-0.97819363
01062;BRESSOLLES;01360;;BRESSOLLES;45.86942733,5.101495053
67426;ST MARTIN;67220;;ST MARTIN;48.349995191,7.285542563
21394;MASSINGY LES SEMUR;21140;;MASSINGY LES SEMUR;47.516765666,4.405441665
50565;SARTILLY BAIE BOCAGE;50530;CHAMPCEY;SARTILLY BAIE BOCAGE;48.751681307,-1.448795905
64085;AYDIUS;64490;;AYDIUS;42.998678052,-0.51916004
01063;BRION;01460;;BRION;46.168166789,5.546506151
67428;ST NABOR;67530;;ST NABOR;48.441332861,7.416733599
21398;MAXILLY SUR SAONE;21270;;MAXILLY SUR SAONE;47.331091404,5.41980122
50578;SORTOSVILLE;50310;;SORTOSVILLE;49.482162376,-1.428848516
64086;AYHERRE;64240;;AYHERRE;43.379020017,-1.245531967
01065;BUELLAS;01310;;BUELLAS;46.210586509,5.145274303
67436;SAULXURES;67420;;SAULXURES;48.392859922,7.123658362
21399;MEILLY SUR ROUVRES;21320;;MEILLY SUR ROUVRES;47.20532991,4.5523377400000005
50591;LE TEILLEUL;50640;FERRIERES;LE TEILLEUL;48.544680822,-0.894571796
64094;BARDOS;64520;;BARDOS;43.468021686,-1.223183326
01078;CHALLEX;01630;;CHALLEX;46.176874001,5.971497204
67437;SAVERNE;67700;ZORNTHAL;SAVERNE;48.739837254,7.341621666
21400;LE MEIX;21580;;LE MEIX;47.594156363,4.942354859
50591;LE TEILLEUL;50640;HEUSSE;LE TEILLEUL;48.544680822,-0.894571796
64102;BAYONNE;64100;;BAYONNE;43.492328407,-1.466026395
01095;NIVIGNE ET SURAN;01250;CHAVANNES SUR SURAN;NIVIGNE ET SURAN;46.283759087,5.426610623
67441;SCHALKENDORF;67350;;SCHALKENDORF;48.836956141,7.56834957
21404;MENETREUX LE PITOIS;21150;;MENETREUX LE PITOIS;47.55961594,4.460601471
50592;TESSY BOCAGE;50420;PONT FARCY;TESSY BOCAGE;48.959967927,-1.065036736
64106;BEHASQUE LAPISTE;64120;;BEHASQUE LAPISTE;43.318756894,-1.008273251
01103;CHEVRY;01170;;CHEVRY;46.283052925,6.047291131
67445;SCHERWILLER;67750;KIENTZVILLE;SCHERWILLER;48.295315748,7.415480694
21408;MESSIGNY ET VANTOUX;21380;VANTOUX LES DIJON;MESSIGNY ET VANTOUX;47.418907945,5.001502062
50593;TEURTHEVILLE BOCAGE;50630;;TEURTHEVILLE BOCAGE;49.592648231,-1.394595025
64112;BERENX;64300;;BERENX;43.493414293,-0.8676198610000001
01104;CHEZERY FORENS;01410;;CHEZERY FORENS;46.222560403,5.872426209
67448;SCHIRMECK;67130;WACKENBACH;SCHIRMECK;48.492168384,7.198530065
21416;MIREBEAU SUR BEZE;21310;;MIREBEAU SUR BEZE;47.402157752,5.3222399320000005
50594;TEURTHEVILLE HAGUE;50690;;TEURTHEVILLE HAGUE;49.583542283,-1.738292114
64122;BIARRITZ;64200;;BIARRITZ;43.469221868,-1.552105077
01129;CRANS;01320;;CRANS;45.966451737,5.195121184
67452;SCHNERSHEIM;67370;AVENHEIM;SCHNERSHEIM;48.65996766,7.568757775
21417;MISSERY;21210;;MISSERY;47.31178495,4.374755853
50601;TORIGNY LES VILLES;50160;BRECTOUVILLE;TORIGNY LES VILLES;49.000517147,-0.96843259
64123;BIDACHE;64520;;BIDACHE;43.463835795,-1.145548697
01130;BRESSE VALLONS;01340;CRAS SUR REYSSOUZE;BRESSE VALLONS;46.324861585,5.18476155
67452;SCHNERSHEIM;67370;KLEINFRANKENHEIM;SCHNERSHEIM;48.65996766,7.568757775
21425;MONTBARD;21500;;MONTBARD;47.657440058,4.349927935
50601;TORIGNY LES VILLES;50160;GIEVILLE;TORIGNY LES VILLES;49.000517147,-0.96843259
64133;BOEIL BEZING;64510;;BOEIL BEZING;43.230049894,-0.268641827
01133;CRESSIN ROCHEFORT;01350;;CRESSIN ROCHEFORT;45.782891957,5.765321336
67463;SELTZ;67470;;SELTZ;48.894214775,8.105521834
21426;MONTBERTHAULT;21460;;MONTBERTHAULT;47.461520776,4.157954073
50619;LE VAST;50630;;LE VAST;49.618302911,-1.358022346
64140;BOUCAU;64340;;BOUCAU;43.525330282,-1.4795191380000001
